视频标题,视频链接,当前视频所在网页链接
《红色历程》第2期 泰安早期党组织领导人民开展革命斗争,https://dyjy.dtdjzx.gov.cn/resourcedetailed/283/52,https://dyjy.dtdjzx.gov.cn/course/special/subject/52
《红色历程》第3期 陆房战斗,https://dyjy.dtdjzx.gov.cn/resourcedetailed/284/52,https://dyjy.dtdjzx.gov.cn/course/special/subject/52
《红色历程》第1期 泰安党组织的创建和发展（1926-1949）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/282/52,https://dyjy.dtdjzx.gov.cn/course/special/subject/52
中国传统文化中的生态文明思想（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2500400983147520/95,https://dyjy.dtdjzx.gov.cn/course/special/subject/95
中国传统文化中的生态文明思想（中）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2500398550221824/95,https://dyjy.dtdjzx.gov.cn/course/special/subject/95
中国传统文化中的生态文明思想（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2500394109830144/95,https://dyjy.dtdjzx.gov.cn/course/special/subject/95
大型政论专题片《将改革进行到底》第九集：党的自我革新,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637734308299776/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第十集：人民的获得感,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637731227468800/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第三集：人民民主新境界,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2638803078874112/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第四集：维护社会公平正义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2638798429324288/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第五集：延续中华文脉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637751878190080/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第一集：时代之问,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2638809386959872/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第七集：强军之路（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637742520648704/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第八集：强军之路（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637739470144512/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第六集：守住绿水青山,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2637747088573440/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
大型政论专题片《将改革进行到底》第二集：引领经济发展新常态,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2638806035956736/41,https://dyjy.dtdjzx.gov.cn/course/special/subject/41
七集政论专题片《不忘初心 继续前进》第六集：合作共赢,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634814993187840/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第七集：永立潮头,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634808392451072/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第三集：攻坚克难,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634824028062720/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第一集：举旗定向,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634831629337600/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第五集：强军路上,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634817589625856/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第四集：凝心铸魂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634820878844928/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
七集政论专题片《不忘初心 继续前进》第二集：人民至上,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2634826543891456/45,https://dyjy.dtdjzx.gov.cn/course/special/subject/45
吴村历史经典故事——和圣高风,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956073273295872/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——安丘静归,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956072454276096/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——曹刿论战,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956071372833792/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——呼延屯兵,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956063095817216/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——孔子劝和,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956060801729536/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——九山大捷,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956061809984512/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——智永建庙,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2954748800304128/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——圣母护生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2954746175390720/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——吴起仕鲁,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947714737865728/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
吴村历史经典故事——黄帝拜祭,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947701238662144/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：警花路放——根据淄博市张店交警大队事故处理科已故民警孙爱民事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/432/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：老蔡家的婚事,https://dyjy.dtdjzx.gov.cn/resourcedetailed/429/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：我和雷锋有个约定——根据“全国‘四个100’最美志愿者”、“省优秀共产党员”安立盛事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/417/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：淬火的信念,https://dyjy.dtdjzx.gov.cn/resourcedetailed/407/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：派出所长 --根据临沂市莒南县公安局民警王波涛事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/394/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：永不褪色的老兵——根据“全国税务系统先进工作者”、临沂市蒙阴县国税局税收管理员张克成事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/390/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：乡村警事——根据“全国公安机关爱民模范”、“全国特级优秀人民警察” 济宁市嘉祥县大张楼派出所所长焦建新事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/383/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影：寻找——根据华丰煤矿侯秀荣、杨婷、刘元强真实事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/357/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影《爱在潍水》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2585129381331968/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
微电影《渤海英魂》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2588314538886144/92,https://dyjy.dtdjzx.gov.cn/course/special/subject/92
中国传统礼法之治（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482045298213888/93,https://dyjy.dtdjzx.gov.cn/course/special/subject/93
中国传统礼法之治（中）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482042040697856/93,https://dyjy.dtdjzx.gov.cn/course/special/subject/93
中国传统礼法之治（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482039479944192/93,https://dyjy.dtdjzx.gov.cn/course/special/subject/93
《榜样3》专题节目（完整版）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2956031153865728/2975701304165376,https://dyjy.dtdjzx.gov.cn/course/special/subject/2975701304165376
动漫微视频《春天里的叮嘱与承诺》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2629693829170176/153,https://dyjy.dtdjzx.gov.cn/course/special/subject/153
《身边的好党员系列》—魏世杰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2678766364673024/239,https://dyjy.dtdjzx.gov.cn/course/special/subject/239
把阳光送进千家万户——记“全国优秀共产党员”、济南阳光大姐服务有限责任公司董事长 卓长立,https://dyjy.dtdjzx.gov.cn/resourcedetailed/367/244,https://dyjy.dtdjzx.gov.cn/course/special/subject/244
抗日义士郭以恭——根据滨州抗日志士郭以恭事迹改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/325/230,https://dyjy.dtdjzx.gov.cn/course/special/subject/230
鏖战荷花湾——潍县战役荷花湾战斗经历纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2611894687204352/242,https://dyjy.dtdjzx.gov.cn/course/special/subject/242
《群书治要》与官德修养,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480470174581760/330,https://dyjy.dtdjzx.gov.cn/course/special/subject/330
鏖战荷花湾——潍县战役荷花湾战斗经历纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2611894687204352/242,https://dyjy.dtdjzx.gov.cn/course/special/subject/242
《群书治要》与官德修养,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480470174581760/330,https://dyjy.dtdjzx.gov.cn/course/special/subject/330
《我是党员》系列节目之大学生村官李烁,https://dyjy.dtdjzx.gov.cn/resourcedetailed/373/240,https://dyjy.dtdjzx.gov.cn/course/special/subject/240
竹器编织 编出一条致富路（济宁经济开发区治村实策）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2957520643081216/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
2+4工作法 加出和谐新风貌,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2952969263236096/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
借力发展 助推振兴,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2952875816879104/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
格式工厂端信之城,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947698548556800/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
九山大捷,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947693522502656/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
安丘静归,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947692188173312/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
呼延屯兵,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947690717512704/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
智永建庙,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947689379595264/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
圣母护生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947684152296448/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
黄帝拜祭,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2947672686052352/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
1、纪录片《王杰：愿把青春献人民》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2945866842752000/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
《友谊村的1156名当家人》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2585001560605696/347,https://dyjy.dtdjzx.gov.cn/course/special/subject/347
人民日报微视频《奋斗》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2629729285964800/163,https://dyjy.dtdjzx.gov.cn/course/special/subject/163
全面推进依法治国的具体措施,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467879078822912/162,https://dyjy.dtdjzx.gov.cn/course/special/subject/162
“山东老大”——临沂市党代表、兰陵县驻杭州瓜沥镇流动党支部书记曹传玉事迹介绍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2471926734373888/236,https://dyjy.dtdjzx.gov.cn/course/special/subject/236
李洪文：做党和人民信赖的第一书记,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467792418489344/259,https://dyjy.dtdjzx.gov.cn/course/special/subject/259
全面深化改革之聚焦“三农”，深化土地制度改革,https://dyjy.dtdjzx.gov.cn/resourcedetailed/154/161,https://dyjy.dtdjzx.gov.cn/course/special/subject/161
做公益我是认真的——记任城区阜桥街道菜市社区党员闫伟,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2511567600813056/297,https://dyjy.dtdjzx.gov.cn/course/special/subject/297
追梦——威海市高区老党员刘昌仁的幸福时光,https://dyjy.dtdjzx.gov.cn/resourcedetailed/406/296,https://dyjy.dtdjzx.gov.cn/course/special/subject/296
《美丽田园我的家》——寒亭区双杨街道前阙庄村党支部书记于英智的绿色田园梦,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2983044170400768/264,https://dyjy.dtdjzx.gov.cn/course/special/subject/264
年画的守望者——杨家埠 木版年画传承人杨志滨,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2585003018241024/264,https://dyjy.dtdjzx.gov.cn/course/special/subject/264
《力量》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2801931154260992/224,https://dyjy.dtdjzx.gov.cn/course/special/subject/224
“芝麻官”的“绿豆事”,https://dyjy.dtdjzx.gov.cn/resourcedetailed/352/298,https://dyjy.dtdjzx.gov.cn/course/special/subject/298
《志愿者系列微电影》之欠你的幸福,https://dyjy.dtdjzx.gov.cn/resourcedetailed/435/331,https://dyjy.dtdjzx.gov.cn/course/special/subject/331
“芝麻官”的“绿豆事”,https://dyjy.dtdjzx.gov.cn/resourcedetailed/352/298,https://dyjy.dtdjzx.gov.cn/course/special/subject/298
力量在党旗下凝聚——观音阁街道区域化党建工作纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2540067758687232/197,https://dyjy.dtdjzx.gov.cn/course/special/subject/197
《志愿者系列微电影》之欠你的幸福,https://dyjy.dtdjzx.gov.cn/resourcedetailed/435/331,https://dyjy.dtdjzx.gov.cn/course/special/subject/331
《党员家风教育微电影系列》之母亲老了需要关怀,https://dyjy.dtdjzx.gov.cn/resourcedetailed/436/328,https://dyjy.dtdjzx.gov.cn/course/special/subject/328
威海经济技术开发区西苑街道祥台社区共建“四心家园”社区工作纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/409/212,https://dyjy.dtdjzx.gov.cn/course/special/subject/212
淬火的信念,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2460379957199872/336,https://dyjy.dtdjzx.gov.cn/course/special/subject/336
微视频《摆脱贫困》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2629696261112832/168,https://dyjy.dtdjzx.gov.cn/course/special/subject/168
新时代中国特色社会主义法治思想,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2691114765550592/175,https://dyjy.dtdjzx.gov.cn/course/special/subject/175
打造“同心家园”党建品牌-泰山区岱庙街道丽景社区党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479100249523200/299,https://dyjy.dtdjzx.gov.cn/course/special/subject/299
新时代中国特色社会主义的政治宣言和行动纲领,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2471956050019328/174,https://dyjy.dtdjzx.gov.cn/course/special/subject/174
《入党》——发展党员工作动漫片,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2644692440695808/320,https://dyjy.dtdjzx.gov.cn/course/special/subject/320
把根扎在泥土地—记寿光市洛城街道党工委书记马焕军,https://dyjy.dtdjzx.gov.cn/resourcedetailed/412/243,https://dyjy.dtdjzx.gov.cn/course/special/subject/243
党员户主 暖心增效-新汶矿业集团翟镇煤矿洗选厂党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479095900341248/301,https://dyjy.dtdjzx.gov.cn/course/special/subject/301
第一书记在枣庄【枣庄】,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2459321949586432/188,https://dyjy.dtdjzx.gov.cn/course/special/subject/188
邓峰：深刻认识成立“新旧动能转换示范区”的现实背景,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2879423380325376/324,https://dyjy.dtdjzx.gov.cn/course/special/subject/324
微视频《习近平代表的两会故事》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2629718751314944/169,https://dyjy.dtdjzx.gov.cn/course/special/subject/169
新时代中国特色社会主义法治思想,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2691114765550592/175,https://dyjy.dtdjzx.gov.cn/course/special/subject/175
“水泥大王”养奶牛     ——记济宁市金乡县胡集镇后史屯村党支部书记史一良,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2473336483480576/237,https://dyjy.dtdjzx.gov.cn/course/special/subject/237
学习毛泽东同志《党委会的工作方法》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/159/176,https://dyjy.dtdjzx.gov.cn/course/special/subject/176
微视频《摆脱贫困》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2629696261112832/168,https://dyjy.dtdjzx.gov.cn/course/special/subject/168
聚民心 凝民力-泰山区岱庙街道花园社区党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479107322643456/307,https://dyjy.dtdjzx.gov.cn/course/special/subject/307
董宾：最亲义工奶奶,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467795304334336/253,https://dyjy.dtdjzx.gov.cn/course/special/subject/253
新时代中国特色社会主义的政治宣言和行动纲领,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2471956050019328/174,https://dyjy.dtdjzx.gov.cn/course/special/subject/174
《入党》——发展党员工作动漫片,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2644692440695808/320,https://dyjy.dtdjzx.gov.cn/course/special/subject/320
把根扎在泥土地—记寿光市洛城街道党工委书记马焕军,https://dyjy.dtdjzx.gov.cn/resourcedetailed/412/243,https://dyjy.dtdjzx.gov.cn/course/special/subject/243
贵州台江县探索"十户一体"抱团脱贫工作法,https://dyjy.dtdjzx.gov.cn/resourcedetailed/206/195,https://dyjy.dtdjzx.gov.cn/course/special/subject/195
党员户主 暖心增效-新汶矿业集团翟镇煤矿洗选厂党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479095900341248/301,https://dyjy.dtdjzx.gov.cn/course/special/subject/301
第一书记在枣庄【枣庄】,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2459321949586432/188,https://dyjy.dtdjzx.gov.cn/course/special/subject/188
邓峰：深刻认识成立“新旧动能转换示范区”的现实背景,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2879423380325376/324,https://dyjy.dtdjzx.gov.cn/course/special/subject/324
打造“同心家园”党建品牌-泰山区岱庙街道丽景社区党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479100249523200/299,https://dyjy.dtdjzx.gov.cn/course/special/subject/299
电影：大火种——根据长篇报告文学《国家记忆》改编,https://dyjy.dtdjzx.gov.cn/resourcedetailed/260/337,https://dyjy.dtdjzx.gov.cn/course/special/subject/337
董宾：最亲义工奶奶,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467795304334336/253,https://dyjy.dtdjzx.gov.cn/course/special/subject/253
发展党员工作流程介绍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2647612695626752/325,https://dyjy.dtdjzx.gov.cn/course/special/subject/325
甘当绿叶映红花 乐做瓦砾架桥梁-市政府投融资管理办公室党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2483472743760896/303,https://dyjy.dtdjzx.gov.cn/course/special/subject/303
贯彻新发展理念，建设现代化经济体系,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467885120832512/154,https://dyjy.dtdjzx.gov.cn/course/special/subject/154
贵州台江县探索"十户一体"抱团脱贫工作法,https://dyjy.dtdjzx.gov.cn/resourcedetailed/206/195,https://dyjy.dtdjzx.gov.cn/course/special/subject/195
回归——警惕邪教侵害,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2341631326405632/338,https://dyjy.dtdjzx.gov.cn/course/special/subject/338
借东风--记古槐街道吉祥社区党委书记 居委会主任张孟起,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2538622101275648/196,https://dyjy.dtdjzx.gov.cn/course/special/subject/196
警花路放,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2468839993410560/258,https://dyjy.dtdjzx.gov.cn/course/special/subject/258
陈叶翠：我的心里只有社区,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467782529188864/245,https://dyjy.dtdjzx.gov.cn/course/special/subject/245
聚民心 凝民力-泰山区岱庙街道花园社区党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479107322643456/307,https://dyjy.dtdjzx.gov.cn/course/special/subject/307
聆听大地的心跳——记临朐县淌水崖水库建设者,https://dyjy.dtdjzx.gov.cn/resourcedetailed/416/198,https://dyjy.dtdjzx.gov.cn/course/special/subject/198
刘家义在山东省全面展开新旧动能转换重大工程动员大会上的讲话,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2630145049641984/159,https://dyjy.dtdjzx.gov.cn/course/special/subject/159
触不到的爱,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2542480689726464/322,https://dyjy.dtdjzx.gov.cn/course/special/subject/322
春暖花开——记第十二届全国人大代表、临沂第十八中学教师 段淑君,https://dyjy.dtdjzx.gov.cn/resourcedetailed/395/249,https://dyjy.dtdjzx.gov.cn/course/special/subject/249
大爱为国——冀鲁边区人民抗日斗争纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/326/227,https://dyjy.dtdjzx.gov.cn/course/special/subject/227
大山里的“天平守护者”--记泗水县圣水峪法庭庭长臧华,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2540071889863680/250,https://dyjy.dtdjzx.gov.cn/course/special/subject/250
大山里的光明使者,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2468828524004352/251,https://dyjy.dtdjzx.gov.cn/course/special/subject/251
党建引领带队伍 凝聚合力促发展-肥城市潮泉镇柳沟村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2483481703793664/300,https://dyjy.dtdjzx.gov.cn/course/special/subject/300
党支部+合作社 推动富民强村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2617711983854592/302,https://dyjy.dtdjzx.gov.cn/course/special/subject/302
我是村官——蓬莱市村里集镇郝家村选调大学生村官孙倩倩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/418/283,https://dyjy.dtdjzx.gov.cn/course/special/subject/283
无“胃”硬汉 无悔人生——记齐鲁时代楷模、庆云县人民检察院副检察长黄平亮,https://dyjy.dtdjzx.gov.cn/resourcedetailed/393/284,https://dyjy.dtdjzx.gov.cn/course/special/subject/284
小乡镇 大作为——日照市五莲县松柏镇党委工作巡礼,https://dyjy.dtdjzx.gov.cn/resourcedetailed/401/285,https://dyjy.dtdjzx.gov.cn/course/special/subject/285
心中的信仰 省庄镇东孙村党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2479104370770944/315,https://dyjy.dtdjzx.gov.cn/course/special/subject/315
心中飘扬的旗-瑞星集团合成氨二公司党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2483478113108992/316,https://dyjy.dtdjzx.gov.cn/course/special/subject/316
新时代党的政治建设,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467865868305408/172,https://dyjy.dtdjzx.gov.cn/course/special/subject/172
新时代中国特色社会主义的战略安排,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2471957476279296/173,https://dyjy.dtdjzx.gov.cn/course/special/subject/173
信仰永在胸中 群众记在心上——追记“钢铁汉子”王守东,https://dyjy.dtdjzx.gov.cn/resourcedetailed/384/287,https://dyjy.dtdjzx.gov.cn/course/special/subject/287
幸福社区“领路人” ——记泰安市岱岳区粥店社区党委书记 刘梅元,https://dyjy.dtdjzx.gov.cn/resourcedetailed/403/288,https://dyjy.dtdjzx.gov.cn/course/special/subject/288
血沃青山——纪录抗大一分校在费县大青山与日军殊死拼杀的历史,https://dyjy.dtdjzx.gov.cn/resourcedetailed/324/233,https://dyjy.dtdjzx.gov.cn/course/special/subject/233
压不弯的脊梁——记感动济宁人物、金乡县鸡黍镇东李村党支部书记李广印,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2542492378711040/317,https://dyjy.dtdjzx.gov.cn/course/special/subject/317
反腐败永远在路上——济南市群众身边的腐败案件警示录,https://dyjy.dtdjzx.gov.cn/resourcedetailed/335/326,https://dyjy.dtdjzx.gov.cn/course/special/subject/326
非公有制企业党建知识ABC,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2474515985810432/327,https://dyjy.dtdjzx.gov.cn/course/special/subject/327
风吹庵上湖,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2583941573346304/254,https://dyjy.dtdjzx.gov.cn/course/special/subject/254
甘肃："互联网＋大数据"助力精准扶贫,https://dyjy.dtdjzx.gov.cn/resourcedetailed/203/193,https://dyjy.dtdjzx.gov.cn/course/special/subject/193
广西河池：PPP模式打造扶贫生态移民"升级版",https://dyjy.dtdjzx.gov.cn/resourcedetailed/201/194,https://dyjy.dtdjzx.gov.cn/course/special/subject/194
海港追梦人——记“全国优秀共产党员”、青岛港装载机驾驶员 郭凯,https://dyjy.dtdjzx.gov.cn/resourcedetailed/396/255,https://dyjy.dtdjzx.gov.cn/course/special/subject/255
和谐社区建设需要礼法并用,https://dyjy.dtdjzx.gov.cn/resourcedetailed/166/155,https://dyjy.dtdjzx.gov.cn/course/special/subject/155
绘就山水美景的“当家人”-东平县旧县乡浮粮店村党支部,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2483462817907712/304,https://dyjy.dtdjzx.gov.cn/course/special/subject/304
火种系列之《家国同根》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2604749897040896/229,https://dyjy.dtdjzx.gov.cn/course/special/subject/229
坚持和完善信访制度,https://dyjy.dtdjzx.gov.cn/resourcedetailed/165/156,https://dyjy.dtdjzx.gov.cn/course/special/subject/156
十八大以来中国特色大国外交的创新与创举,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2471946141434880/164,https://dyjy.dtdjzx.gov.cn/course/special/subject/164
坚定不移全面从严治党，不断提高党的执政能力和领导水平,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467869169583104/157,https://dyjy.dtdjzx.gov.cn/course/special/subject/157
十三届全国人大一次会议在京闭幕 习近平发表重要讲话,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2630468218569728/165,https://dyjy.dtdjzx.gov.cn/course/special/subject/165
健全人民当家作主制度体系，发展社会主义民主政治,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467881605891072/158,https://dyjy.dtdjzx.gov.cn/course/special/subject/158
刘家义在中国共产党山东省第十一次代表大会上的讲话,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2630462757274624/160,https://dyjy.dtdjzx.gov.cn/course/special/subject/160
刘永海：永不生锈的螺丝钉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2467785055323136/261,https://dyjy.dtdjzx.gov.cn/course/special/subject/261
初心一片付山乡,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2591915211293696/246,https://dyjy.dtdjzx.gov.cn/course/special/subject/246
