方名,规范名,经典,出处,功用大类,功用小类,处方,炮制,功用,主治,方解,禁忌,化裁,附方,附注,文献,运用,用法用量,备注,ID
斑鸡丸,,,《医学入门》卷八,,,斑蝥1两，薄荷4两。,上为末，以鸡子清和丸，如绿豆大。,,瘰疬多年不愈。,,,,,,,,,,https://db.yaozh.com/fangji/10003757.html
斑龙八师丹,,,《疡医大全》卷二十八,,,威灵仙、苍术、透骨草、川乌、草乌各等分。,上为末。,,蝼蝈疯。肾湿甚，初起先于肋膝三五连串，大小连枝，渐成大串，延长如土狗之状，寒热不时，或痛痒麻木，顽痹不仁，若不连治，则遍身穿烂而死。,,,,,,,,,,https://db.yaozh.com/fangji/10003758.html
斑龙八师丹,,,《青囊秘传》,,,炙花蛇、露蜂房、甲片、蜈蚣、蝉衣、鹿角（煅）各等分。,上为末。,,祛风。,,,,,,,,,,https://db.yaozh.com/fangji/10003759.html
斑龙八帅丹,,,《解围元薮》卷三,,,僵蚕（炒）、花蛇（炙）、香蛇（炙）、蜈蚣（炙）、蜂房（炙）、川山甲（炙）、全蝎（炙）、蝉壳、鹿角（煅）各等分。,上为末。,,蝼蝈虾蟆瘫肿。,,,,,,,,,,https://db.yaozh.com/fangji/10003760.html
斑龙百补丸,,,《墨宝斋集验方》卷上,,,鹿角霜10两，鹿角胶4两，人参4两，杜仲3两（姜汁拌炒），川牛膝4两（酒洗），白茯苓4两，芡实4两（粉），黄柏4两，川当归3两（酒洗），干山药4两（炒），黄耆4两（酒炒），山药4两（盐水炒），怀生地4两（酒洗），五味子2两，枸杞3两。,炼蜜和胶为丸，如梧桐子大。,,补益。固本保元，复天真，壮阳气，益五脏，助精神，强筋骨，美颜色，延寿算，通神明。,,,,,,,,,,https://db.yaozh.com/fangji/10003761.html
斑龙二至百补丸,斑龙二至丸、斑龙百补丸,,《医统》卷四十八,,,鹿角50两（新取连脑骨者佳，锯作2寸长段，长流水洗，米泔浸1宿，刷洗净，吹晒干，同后药和入瓷坛煮胶），黄精8两，枸杞子4两（甘州者），怀熟地黄4两，菟丝子4两（热水淘净），金樱子4两（去毛子净），天门冬（去心）2两，麦门冬（去心）2两，川牛膝2两（酒洗），龙眼肉1两，楮实子2两（热水洗）以上10味同角和匀，入净好金华坛内，层层放实，用新汲淡水注坛中平肩，以密棱布4层封口，以新砖压之，置大锅中井字架上，以木甑盖好，重汤煮3日夜，毋得间断火候。旁用小锅烧滚水，不时添注坛内并锅内，勿使干涸。日足，取起，滤去滓，,上为细末，用前膏和匀为丸，如梧桐子大。,,固本保元，生精养血；培复天真，大补虚损。益五内而除骨蒸，壮元阳而多子嗣。充血脉，强健筋骸；美颜色，增延龄算。聪明耳目，玄润髭须。主治老年精血亏损，元阳虚惫，腰膝酸软，畏寒足冷，夜溺频多。肾虚腰痛，阳痿梦泄，精神衰弱，元气亏虚。,,,,,,,,,,https://db.yaozh.com/fangji/10003762.html
斑龙二至百补丸,,,《饲鹤亭集方》,,,人参1两，鹿角霜1两，五味子1两，黄耆4两，生地4两，山药4两，黄柏4两，山药4两，萸肉4两，茯苓4两，芡实4两。,上为末，面糊为丸。,,固本保元，强筋添筋，益肾延年，壮元阳而多子嗣，益五内而助精神，美颜色而通神明。主治真阳亏损，元精内竭，阳痿便数，梦遗自汗，腰膝乏力。,,,,,,,,,,https://db.yaozh.com/fangji/10003763.html
斑龙二至丸,,,《万氏家抄方》卷四,,,鹿角（锯成段，长流水浸7日，入砂锅内，用桑柴火煮7日夜，取出，外去粗皮，内去血穰，研为细末）1斤，麋角（制法同前，净末）1斤，生地（酒浸1宿，晒干，为末）4两，黄柏（去皮，切粗片，酒炒老黄色，为末）半斤，熟地（酒浸1宿，晒干，为末）4两，天门冬（酒浸，去心，晒干）4两（为末），山药（去皮，盐、酒炒老黄色，为末）半斤，麦门冬（酒浸，去心，晒干）4两，当归（酒洗，晒干，为末）2两，白茯苓（去皮，为末，用水淘去筋膜）2两，何首乌（去皮，人乳拌匀，9蒸9晒，为末）2两（勿犯铁器）。,上为细末，炼蜜为丸，如梧桐子大。,,补养。补血，补阳。主治诸虚。精血欠充，高龄无子。,,,,,,,,,,https://db.yaozh.com/fangji/10003764.html
斑龙固本丹,,,《寿世保元》卷二,,,人参（去芦）2两，干山药2两，怀生地黄2两，熟地黄（酒蒸）2两，天门冬（去心）2两，菟丝子（酒煨，捣饼，焙干）4两，山茱萸（酒蒸，去核）2两，巴戟（酒浸，去心）2两，甘枸杞子2两，麦门冬（去心）2两，杜仲（姜炒）2两，五味子2两，肉苁蓉（酒浸）2两，牛膝（酒洗，去芦）2两，远志（甘草水泡，去心）1两，覆盆子2两5钱，泽泻1两，地骨皮1两5钱，老川椒1两，白茯苓（去皮）2两，石菖蒲2两，车前子1两5钱，大附子（面裹煨，去皮脐，切片，童便浸炒）1两，木香2两，虎胫骨（酥炙）2两，柏子仁2两。,上为细末，用好酒化五仁斑龙胶为丸，如梧桐子大。,,大补虚寒。主治诸虚百损，五劳七伤，形容羸瘦，颜色衰朽，中年阳事不举，精神短少，未至五旬，发须先白，并左瘫右痪，步履艰辛，脚膝酸软，小腹疝气；妇人下元虚冷，久无孕育。,,,,,,,,,,https://db.yaozh.com/fangji/10003765.html
斑龙黑白二神丹,,,《遵生八笺》卷十七引《道藏》,,,鹿茸2两（酥炙），陈皮2两，当归4两（酒洗净），地黄8两（取汁为膏），茯神2两，钟乳粉1两（水飞），人参4两，柏子仁2两，枸杞子2两，麦门冬1两，生地黄、白术2两，沉香5钱。,上为末，炼蜜为丸，如梧桐子大。,,美颜色，和五脏，壮精神，美须发，补羸瘦。主虚损怯症，五劳七伤，气血俱虚，颜色憔悴。,,,,,,,,,,https://db.yaozh.com/fangji/10003766.html
斑龙灵龟化痔丸,,,《惠直堂方》卷三,,,人参1两5钱，鹿角尖（炙脆）8两，龟版4两（炙），象牙屑2两，白术1两5钱，茯苓1两5钱，当归4两，川山甲（炙）5钱，生地4两，熟地4两，槐角（炒）6两，露蜂房（炙）8钱，侧柏叶（蒸，阴干）1两，白莲花（瓣）2两。,上为末，炼蜜1斤，入白蜡2两，黄蜡8两，下药末为丸，如梧桐子大。,,痔漏脓血淋漓。,,,,,,,,,,https://db.yaozh.com/fangji/10003767.html
斑龙脑珠丸,,,《杏苑》卷五,,,鹿角霜1斤，鹿角膏4两（用酒溶开），山药半斤，熟地黄4两，柏子仁4两，白茯苓4两，菟丝子4两，破故纸4两，杜仲4两，肉苁蓉2两，远志1两。,上为末，入鹿角胶和匀为丸；如干燥难丸，入酒再杵令润为丸，如梧桐子大。,,虚劳精血不足，形羸困乏，白浊遗精，心神不宁，盗汗倦怠。,,,,,,,,,,https://db.yaozh.com/fangji/10003768.html
斑龙散,,,《验方新编》卷十一,,,鹿茸1两（酒泡透，炙酥，研末）。,用真乌梅煮成膏，和捣为丸，如梧桐子大。,,精血耗涸，上热下寒，耳聋口渴，腰痛白浊，不受峻补者。,,,,,,,,,,https://db.yaozh.com/fangji/10003769.html
斑龙散,,,《纲目拾遗》卷九,,,鹿胫骨。,上用湿纸包固，灰火煨之，以黄脆可研为度。若焦黑色者为过性，勿用。,,生肌收口。主治大毒。,,,,,,,,,,https://db.yaozh.com/fangji/10003770.html
斑龙托里汤,,,《医醇剩义》卷三,,,陈鹿胶1钱5分（角霜炒），制首乌2钱，当归2钱，茯苓2钱，白术1钱，广皮1钱，半夏1钱5分，贝母2钱，砂仁1钱，党参4钱，苏梗1钱5分，大枣2枚，姜3片。,,,大疟日久，正气虚而邪未解者。,,,,,,,,,,https://db.yaozh.com/fangji/10003771.html
斑龙丸,青囊斑龙丸（《医学正传》卷三）。,,《医学正传》卷三,,,鹿角胶（炒成珠子）鹿角霜 菟丝子（酒浸，研细）柏子仁（取仁，洗净）熟地黄各250克 白茯苓 补骨脂各120克,上药磨为细末，酒煮米糊为丸，或以鹿角胶人好酒烊化为丸，如梧桐子大。,,温补元阳，益寿延年。主治真阳不足，腰膝疼痛，阳痿早泄，或小便增多，耳鸣，体倦心烦，或老年阳虚，时常畏寒，气力衰微。,,,,,,,,,,https://db.yaozh.com/fangji/10003772.html
斑龙丸,,,《文堂集验方》卷三,,,天竺黄1两，辰砂1两，胆星（姜汁炒）1两，枳壳1两，茯神1两，硼砂1两，琥珀7钱，山药2两，沉香5钱，雄黄5钱，麝香3分。,上为极细末，甘草1斤，煮浓汁为丸，如芡实大，金箔为衣，阴干，收贮瓷器内。,,小儿一切内热潮热，神昏不宁，咳嗽痰涎及惊风惊搐。,,,,,,,,,,https://db.yaozh.com/fangji/10003773.html
斑龙丸,斑龙脑珠丹、仙传斑龙丸,,《百一》卷四,,,鹿角胶（以酒浸胶数日，煮糊丸众药）10两，鹿角霜（碾为细末）10两，菟丝子（净洗，酒浸两宿，蒸，研）10两，柏子仁（净者，别研）10两，熟地黄（好者，酒浸2宿，蒸焙，余酒入在胶内）10两。,上先焙鹿角霜、菟丝子、地黄，干后研为细末，方入柏子仁在众药内研，却将鹿角胶酒约3-4升煮糊为丸，如梧桐子大。,,平补阴阳，填精益髓，强壮筋骨，安神定志，驻颜益寿。主虚劳，消渴。虚劳。真阴虚极及老人、虚人。,,,,,,,,,,https://db.yaozh.com/fangji/10003774.html
斑龙宴,,,《韩氏医通》卷下,,,鹿血。,,,不拘男女老少，服之终身无疾而寿。主治脱荣，心血少；痨瘵。,,,,,,,,,,https://db.yaozh.com/fangji/10003775.html
斑龙种子丸,,,《医学正印》卷上,,,鹿角10斤（截半寸长，浸7日。用淫羊藿1斤，当归4两，黄蜡2两，如法熬，去滓成胶，取鹿角胶1斤；角焙燥，取鹿角霜半斤），天门冬（去心）4两，麦门冬（去心）4两，黄柏（盐酒炒褐色）3两，山药（去毛，盐酒炒）3两，虎胫骨（酥炙）3两，龟版（去裙，酥炙）3两，枸杞子（甘州者）4两，干山药4两，肉苁蓉（酒洗，去浮甲、白膜，晒干）4两，茯苓（去皮）4两，山茱萸（净肉）4两，破故纸（盐酒炒）4两，生地（酒洗）4两，当归（酒洗）4两，菟丝子（酒煮，捣成饼，焙干）6两，熟地（制如法）6两，白芍（酒炒）3两，牛膝（去芦，盐,上为末，炼蜜化鹿角胶为丸，如梧桐子大。,,理百病，养五脏，补精髓，壮筋骨，益心志，安魂魄，乌须鬓，驻颜色，益寿多男。主治男子中年以后无子者。,,,,,,,,,,https://db.yaozh.com/fangji/10003776.html
斑蝥白芷丸,,,方出《千金》卷二十三，名见《普济方》卷二九三,,,斑蝥2分，白芷2分，绿青2分，大黄2分，人参3两，当归3两，桂心3两，麦门冬1两，白术1两，升麻1分，钟乳1分，甘草1分，防风1分，地胆1分，续断1分，麝香,上为末，炼蜜为丸，如大豆大。,,因惊卧失枕，致患转脉漏。始发于颈，濯濯脉转，苦惊惕，身振，寒热。,,,,,,,,,,https://db.yaozh.com/fangji/10003777.html
斑蝥醋,,,《朱仁康临床经验集》,,,（1）土槿皮180g，蛇床子125g，百部125g，斑蝥3g（布包）。（2）硫黄125g，樟脑18g，白信18g，轻粉18g（研成细末）。,先将（1）加入米醋5000毫升内，浸泡一月后去滓，再加入（2）。,,灭菌止痒。主治神经性皮炎，头癣，脚癣，体癣。,,,,,,,,,,https://db.yaozh.com/fangji/10003778.html
斑蝥醋浸剂,,,《赵炳南临床经验集》,,,全虫16个 斑蝥12个 皮消12克 乌梅肉30克 米醋500克,将上药入醋内，浸泡七昼夜，过滤备用。,,杀虫止痒。主治神经性皮炎，皮肤瘙痒症。,,,,,,,,,,https://db.yaozh.com/fangji/10003779.html
斑蝥大黄方,,,《金鉴》卷三十九,,,斑蝥7枚（以糯米拌炒，米黄去米，为末），生大黄末1钱。,,,犬咬风毒入腹成痉风者。,,,,,,,,,,https://db.yaozh.com/fangji/10003780.html
斑蝥酊,,,《中医皮肤病学简编》,,,斑蝥15g，70%酒精100ml。,上药浸泡1周。,,神经性皮炎。,,,,,,,,,,https://db.yaozh.com/fangji/10003781.html
斑蝥夺命丹,,,《慈幼新书》卷十一,,,斑蝥7个，红娘子7个（去翅足头）。,上以糯米3合，先炒黄色，入2味同炒透，去米，研为细末。,,小儿遭疯狗咬。,,,,,,,,,,https://db.yaozh.com/fangji/10003782.html
斑蝥粉,,,《中医皮肤病学简编》,,,斑蝥3个，枯矾3g，硫黄3g，密陀僧3g，三仙丹2g，冰片1g，砒霜1.5g，硼砂2g，麝香0.15g，甘油50ml。,上先将白砒煅至无烟后，与他药共研细末。,,体癣。,,,,,,,,,,https://db.yaozh.com/fangji/10003783.html
斑蝥膏,,,《圣惠》卷九十,,,斑蝥2枚（去翅足），松脂3两，巴豆10枚（去皮心，以浆水煮过，与斑蝥研令细），雄雀粪1两（为末）。,上先取松脂入铫子内熔化，入斑蝥、巴豆熬成膏。捏作饼子。,,小儿瘰疬不穴。,,,,,,,,,,https://db.yaozh.com/fangji/10003784.html
斑蝥膏,,,《医事启源》,,,斑蝥（为末）6两，黄蜡9两，猪脂3两。,上先煮蜡、脂2味，令消化，离火，入斑蝥末，搅令凝结。,,拔毒去痛，呼脓除腐。主治毒聚血结为患，如痛风、梅毒、跌扑闪肭，一切瘀血凝滞者。,,,,,,,,,,https://db.yaozh.com/fangji/10003785.html
斑蝥酒,,,《医林纂要》卷十,,,斑蝥7个（去头翅足。若过1日，则加1个），番木鳖2个，糯米1合或1撮。,,,瘈犬伤甚重者，腹痛狂呼，见人欲啮，二便秘塞，时作犬声，亦切恶风，恶闻金鼓声，闻则腹中切痛，狂啮。,,三月忌闻金鼓声及色欲、诸发毒物，终生忌羊、犬肉。,,,,,,,,https://db.yaozh.com/fangji/10003786.html
斑蝥散,,,《圣济总录》卷一二六,,,斑蝥（去头翅足，糯米炒黄色）半两，炒豆黄末1两，炒糯米末1两，甘草1中指节大（半生半炙），腻粉1分。,上为散。,,项下并腋下热毒、气毒结成瘰疬。,,,,,,,,,,https://db.yaozh.com/fangji/10003787.html
斑蝥散,,,《圣惠》卷六十六,,,斑蝥3枚（糯米拌炒令黄色，去头翅足），滑石1分。,上为细散。,,热毒瘰疬。,,,,,,,,,,https://db.yaozh.com/fangji/10003788.html
斑蝥散,,,《备急千金要方》卷二十三,,,斑蝥10枚（去头、足、翅，以糯米拌，炒令米黄为度），真珠15克（细研），猬皮15克（炙令黄），雄黄7.5克（细研）。,上药捣细罗为散。,,主治瘰疬瘘，生于项上，结肿有脓。,,,,,,,,,,https://db.yaozh.com/fangji/10003789.html
斑蝥散,,,方出《千金》卷二十三，名见《圣惠》卷六十六,,,斑蝥70枚，猬皮1分，真朱1分，雄黄1分。,上为末。,,九漏。瘰疬瘘，生于项上，结肿有脓。,,,,,,,,,,https://db.yaozh.com/fangji/10003790.html
斑蝥散,,,《洞天奥旨》卷十六,,,斑蝥（炒，去翅足，同米熟）、雄黄各等分。,上为细末。,,疯犬吠咬伤。,,,,,,,,,,https://db.yaozh.com/fangji/10003791.html
斑蝥散,,,《圣济总录》卷一二七,,,斑蝥（去足翅，糯米炒）7枚，珍珠（研）半两，桂（去粗皮）半两，水银（与众药研令星尽）半两，葛上亭长（去足翅，糯米炒）7枚。,上为散。,,诸瘘。,,,,,,,,,,https://db.yaozh.com/fangji/10003792.html
斑蝥散,,,《圣惠》卷九十,,,斑蝥半分（以糯米同炒微黄，去翅足），硫黄半两（细研），(艹闾)茹半分。,上为细散，重入乳钵内，同研如粉。,,小儿月蚀疮，久不愈。,,,,,,,,,,https://db.yaozh.com/fangji/10003793.html
斑蝥散,神效散,,《回春》卷八,,,斑蝥（去翅足，酒炒）1钱，穿山甲（土炒）1钱，僵蚕（去头足，酒炒）1钱，丁香1钱，白丁香1钱，苦丁香1钱，红小豆1钱，磨刀泥1钱。,上为细末。,,瘰疬人稍壮者。,,,,,,,,,,https://db.yaozh.com/fangji/10003794.html
斑蝥散,,,《圣惠》卷三十一,,,斑蝥半两（糯米拌炒令赤，去翅足），射干3分，石胆3分（细研），桂心1分，牛黄1分（细研），犀角屑半两，甘草1分（炙微赤，锉），人参半两（去芦头），蜴蜥1枚（微黄），紫石英1两（细研，水飞过），蜈蚣1枚（微炙），麝香1钱（细研）。,上为细散。,,瘦病复连，传尸鬼气，疰忤恶气。,,,,,,,,,,https://db.yaozh.com/fangji/10003795.html
斑蝥水,,,《中医皮肤病学简编》,,,砒霜0.5g，枯矾5g，斑蝥3g，白醋50ml。,上将前3味药入醋泡7天，备用。,,体癣。,,,,,,,,,,https://db.yaozh.com/fangji/10003796.html
斑蝥通经丸,,,《济阴纲目》卷二,,,斑蝥20个（糯米炒），桃仁49个（炒），大黄（锦纹者）5钱（1方加虻虫半钱，水蛭1钱）。,上为细末，酒糊为丸，如梧桐子大。,,经候闭塞及干血气。,,,,,,,,,,https://db.yaozh.com/fangji/10003797.html
斑蝥丸,,,《普济方》卷四O五,,,斑蝥7枚（蛤粉炒，去头足），淡豉7粒，轻粉1钱。,上为末，津唾为丸，如小豆大。,,小儿久患疬子未破者。,,,,,,,,,,https://db.yaozh.com/fangji/10003798.html
斑蝥丸,,,《圣惠》卷七十二,,,斑蝥1两（糯米拌炒令黄，去翅足），干漆1分（捣碎，炒令烟出），麒麟竭1分，硇砂1分，没药1分，凌霄花1分，胎发1两（烧灰），狗胆1枚（干者）。,上为末，熬醋如饧为丸，如绿豆大。,,妇人月水不通，脐腹积聚疼痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003799.html
斑蝥丸,,,《鸡峰》卷十一,,,斑蝥7个，胡椒49个，乳香1橡子大。,上为细末，水、蜜煮面糊为丸，如梧桐子大。,,心痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003800.html
斑蝥丸,,,《圣惠》卷六十六,,,斑蝥1分（赤黑斑点者佳，去头翅足，炒），猪牙皂1分（去黑皮，炙令黄），蛇蜕皮半两（微炒），乌蛇1两半（酒渍，去皮骨，炙令微黄），天南星半两（炮裂，去皮），露蜂房半两（烧灰），川大黄3分（锉碎，微炒），麝香1分（研），威灵仙半两。,上为末，入麝香研令匀，炼蜜为丸，如梧桐子大。,,瘰疬结核肿硬，相连如珠颗，头项肩胛烦疼。,,,,,,,,,,https://db.yaozh.com/fangji/10003801.html
斑乌散,,,《普济方》卷二九三引《卫生家宝方》,,,斑蝥、何首乌、糯米各等分。,上同炒令黄色，去斑蝥，用二药为末。,,瘰疬鼠瘘。,,,,,,,,,,https://db.yaozh.com/fangji/10003802.html
斑玄丸,斑延丸（《医略六书》卷二十八）。,,《医学入门》卷八,,,斑蝥（去头、足、翅，炒）、延胡索各等分。,上为末，糊丸。,,主治妊娠异胎，状似症瘕，及气血痛等。,,,,,,,,,,https://db.yaozh.com/fangji/10003803.html
斑延丸,,,《医略六书》卷二十八,,,斑蝥1两，玄胡索2两。,上为末，蜜捣作挺，绵裹。,,鬼胎，脉无常候者。,,,,,,,,,,https://db.yaozh.com/fangji/10003804.html
板蓝根,,,《单验方》,,,板蓝根18克，夏枯草、金银花、甘草各10克。,水煎2次，混合后分3次服。,,据报道，用本方治疗流行性腮腺炎50多例，一般3天治愈。,,,,,,,,,,https://db.yaozh.com/fangji/10003805.html
板蓝根复方,,,《中医皮肤病学简编》,,,板蓝根15g，蒲公英15g，连翘15g，黄芩9g，朱茯神9g，柏子仁9g，茯苓9g，甘草9g。,,,带状疱疹。,,,,,,,,,,https://db.yaozh.com/fangji/10003806.html
板蓝根干糖浆,,,《中药制剂手册》,,,板蓝根160两，淀粉35两2钱，糖粉38两4钱，菠萝香精油4钱7分。,上将板蓝根粉碎，用热浸法提取二次，浓缩为稠膏。取淀粉置搅拌机内，加入放冷后的板蓝根稠膏，随加随搅，将糖分3次加入，再将菠萝香精油用适量酒精稀释，喷洒入内，拌匀，然后制粒，塑料袋封装。每袋装10g。,,清热解毒，凉血消肿，预防麻疹。主治扁桃腺炎，流行性腮腺炎。,,,,,,,,,,https://db.yaozh.com/fangji/10003807.html
板蓝根汤,,,《中医皮肤病学简编》,,,板蓝根12g，银花12g，连翘12g，蒲公英15g，车前子12g，泽泻6g，黄芩3g，夏枯草9g，薄荷4g，茯芩9g，冬瓜皮12g。,,,日光皮炎。,,,,,,,,,,https://db.yaozh.com/fangji/10003808.html
板蓝根夏枯草饮,,,《经验方》,,,板槛根30克，夏枯草20克，白糖适量。,将板蓝根、夏枯草同水煎，加白糖适量。,,清热解毒，凉血散结。适用于腮腺炎肿痛发热有硬块者。,,,,,,,,,,https://db.yaozh.com/fangji/10003809.html
板蓝根银花糖浆,,,《经验方》,,,板蓝根100克，银花50克，甘草15克，冰糖适量。,将上3味加水600克，煎取500克，去渣加冰糖适量。,,清热凉血解毒。适用于水痘及一切病毒感染所引起的发热。,,,,,,,,,,https://db.yaozh.com/fangji/10003810.html
半贝姜茶饮,,,《重订通俗伤寒论》,,,姜半夏3分，川贝3分，生姜3分，细芽茶3分。,,,胎疟，寒热平均者。,,,,,,,,,,https://db.yaozh.com/fangji/10003811.html
半贝散,,,《经验各种秘方辑要》引《格言联壁》,,,真川贝母（去心）1两2钱，生半夏8钱。,上为极细末，炒微黄色，候冷装入瓷瓶，将瓶口塞紧，勿令泄气。,,疟疾。,,,,,,,,,,https://db.yaozh.com/fangji/10003812.html
半贝丸,,,《重订通俗伤寒论》,,,生半夏，生川贝各9克。,上药研细，姜汁调和，捣匀为丸。,,截疟。主治疟疾。,,,,,,,,,,https://db.yaozh.com/fangji/10003813.html
半边散,,,《本草纲目》卷四十一引《普济方》,,,芫花（醋浸，焙干）3钱，大戟3钱，甘遂3钱，大黄3钱，土狗7枚（5月内取会飞的）。,上先以葱捣烂为饼，摊新瓦上，却将土狗安葱上焙干，去翅足嘴，每个剪作2片，分左右成对记之，再焙干为末，欲退左边肿，即以左边7片为末，入前药调服；右边依前4味末。,,水病。,,,,,,,,,,https://db.yaozh.com/fangji/10003814.html
半边散,,,《奇效良方》卷四十,,,芫花（醋漫，焙干）、大戟、甘遂、大黄各9克，土狗7枚（五月内取，会飞的）。,上药除土狗以外，均研为末。先以葱捣烂为饼，摊新瓦上，却将土狗安葱上焙干，去翅、足、嘴，每个剪作两片，分左右成对记之，再焙干为末。,,逐水消肿。主治诸般水肿。,,,,,,,,,,https://db.yaozh.com/fangji/10003815.html
半表半里中和汤,,,《疡科选粹》卷二,,,人参2钱，陈皮2钱，黄耆1钱5分，当归1钱5分，白术1钱5分，白芷1钱5分，川芎、茯苓、皂角刺、乳香、没药、金银花、甘草节。,,,痈疡半阴半阳，似溃非溃，似肿非肿，此皆元气虚弱，失于补托所致。,,,,,,,,,,https://db.yaozh.com/fangji/10003816.html
半丁丸,,,《活幼口议》卷十九,,,半夏（半服者）半两（汤洗7次，为末）、丁香1钱（重碾碎）。,上将半夏末水搜作剂，包丁香，再以面裹煨令熟，去面为末，生姜自然汁为丸，如麻子大。,,婴孩小儿风痰在膈，痰盛咳嗽，作热烦闷，神不安稳，睡眠不宁，可进饮食或欲饮食，食之即呕。,,,,,,,,,,https://db.yaozh.com/fangji/10003817.html
半豆饮子,,,《陈素庵妇科补解》卷五,,,半夏、白豆蔻、苍术、干姜、藿香、陈皮、归尾、芎、人参、白术、甘草、猪苓、砂仁、莲子。,,,温中祛寒，健脾和胃。主治产后脏腑虚损，触冒风冷，阴阳不和，饮食失调，或冷或热，致成上吐下泻，肚腹疼痛者。,,,,,,,,,,https://db.yaozh.com/fangji/10003818.html
半附理中汤,,,《产科发蒙》卷二,,,半夏、附子、人参、白术、干姜、甘草。,,,主治妊娠胃中虚冷，呕吐不止。,,,,,,,,,,https://db.yaozh.com/fangji/10003819.html
半附汤,,,《医学入门》卷七,,,生附子、半夏各7.5克，生姜10片。,,,温胃化痰。主治胃冷生痰，呕吐不止。,,,,,,,,,,https://db.yaozh.com/fangji/10003820.html
半瓜丸,,,《医学入门》卷七,,,半夏、瓜萎仁各150克，贝母、桔梗各60克，枳亮45克，山药30克。,上药为末，生姜汁浸蒸饼糊丸，如梧桐子大。,,化痰止嗽。主治痰嗽。,,,,,,,,,,https://db.yaozh.com/fangji/10003821.html
半桂汤,,,《医学入门》卷四,,,半夏2钱，桂枝2钱，甘草2钱，生姜5片。,,,少阴客寒下利，脉微弱而咽痛。,,,,,,,,,,https://db.yaozh.com/fangji/10003822.html
半黄丸,,,《杂病源流犀烛》卷一,,,黄芩1两半，南星1两，半夏1两。,姜汁打糊为丸。,,热痰嗽。热痰留滞于内，咳嗽面赤，胸满，胸腹胁常热，惟足乍有时冷，其脉洪滑者。,,,,,,,,,,https://db.yaozh.com/fangji/10003823.html
半角丸,,,《传家秘宝》卷下,,,蛤蚧2对（涂酥炙），人参6分，芸桔梗6分，山药6分，紫苏6分，猪牙皂角（酥炙）6分，甜葶苈（炒）6分，鳖甲8分（酥炙），槟榔6分，白前6分，柴胡8分，汉防己6分，杏仁（炒，去皮尖）6分，羚羊角（炒）6分，郁李仁（炒，去皮）6分，紫菀6分，猪苓6分。,上为末，炼蜜为丸，如梧桐子大。,,肺劳嗽久患，咯吐脓血，及暴嗽，肺痿羸瘦，涎涕稠粘。,,,,,,,,,,https://db.yaozh.com/fangji/10003824.html
半解汤,,,《辨证录》卷二,,,白芍30克，柴胡6克，当归9克，川芎15克，甘草3克，蔓荆子3克，半夏3克。,,,疏肝解郁，活血祛风。主治郁气不宣，风邪外袭，半边头痛，多在左边者。,,,,,,,,,,https://db.yaozh.com/fangji/10003825.html
半金丹,,,《痧喉汇言》,,,巴豆7粒（去壳，3生4熟），明雄黄（皂子大许），蝉肚郁金1枚。,上为极细末。,,缠喉风，急喉痹，牙关紧急，痰涎壅盛。,,,,,,,,,,https://db.yaozh.com/fangji/10003826.html
半金散,,,《普济方》卷三六七,,,南星（微炮）2钱，木香1钱，橘皮1钱，全蝎2个（焙），甘草（炒）半钱。,上锉细。,,心肺中风。,,,,,,,,,,https://db.yaozh.com/fangji/10003827.html
半金散,,,《小儿卫生总微论》卷六,,,乌蛇肉（酒浸，去皮、骨，焙）30克，天麻30克，全蝎（去毒，炒）30克，僵蚕（去丝、嘴，妙，为末）30克，朱砂15克，（研，飞）龙脑3克（研）。,上药研为细末，拌匀。,,主治心肺中风，昏困不省，心胸满闷，抽掣短气，汗出不休。,,,,,,,,,,https://db.yaozh.com/fangji/10003828.html
半两丸,,,《卫生总微》卷十三,,,巴豆（去皮）半两，大戟（锉碎）半两。,上药同入铫内，油炒焦黄，为细末，面糊为丸，如麻子大。,,五积六聚。,,,,,,,,,,https://db.yaozh.com/fangji/10003829.html
半苓平胃散,,,《症因脉治》卷二,,,半夏、白茯苓、熟苍术、厚朴、广皮、甘草。,,,健脾燥湿，化痰消饮。主治湿气伤脾，痰饮内停，呕吐清水，胸脘饱闷。,,,,,,,,,,https://db.yaozh.com/fangji/10003830.html
半苓汤,,,《温病条辨》卷二,,,半夏15克，茯苓块15克，川连3克，厚朴9克，通草24克。,,,燥湿利水。主治湿郁于脾，胸部痞满，不饥不食。,,,,,,,,,,https://db.yaozh.com/fangji/10003831.html
半苓丸,,,《医学正传》卷六,,,神曲、半夏、猪苓各等分。,上药研末，曲糊为丸，如梧桐子大。,,燥湿利水。主治湿热下注，小便白浊。,,,,,,,,,,https://db.yaozh.com/fangji/10003832.html
